1,0.10687023,-0.022900764,-0.015267176,-0.06933594,0.027832031,0.99658203,0.0,0.0,0.0,0.0
2,0.007633588,-0.030534351,0.053435113,-0.06689453,0.034179688,1.0083008,0.0,0.0,0.0,0.0
3,-0.03816794,-0.030534351,0.015267176,-0.07080078,0.018554688,1.0024414,0.0,0.0,0.0,0.0
4,0.06870229,-0.022900764,0.022900764,-0.071777344,0.030273438,0.9980469,0.0,0.0,0.0,0.0
5,0.0,-0.007633588,0.015267176,-0.071777344,0.024902344,1.0029297,0.0,0.0,0.0,0.0
6,-0.061068702,0.0,-0.007633588,-0.063964844,0.032714844,0.9916992,0.0,0.0,0.0,0.0
7,-0.007633588,-0.07633588,0.08396947,-0.06689453,0.03857422,0.99609375,0.0,0.0,0.0,0.0
8,-0.061068702,0.10687023,-0.022900764,-0.06982422,0.030761719,0.99658203,0.0,0.0,0.0,0.0
9,0.053435113,-0.045801528,0.053435113,-0.064453125,0.030273438,1.003418,0.0,0.0,0.0,0.0
10,0.015267176,0.061068702,0.06870229,-0.0703125,0.030273438,0.99072266,0.0,0.0,0.0,0.0
11,-0.007633588,0.061068702,-0.022900764,-0.07373047,0.03857422,0.9868164,0.0,0.0,0.0,0.0
12,0.015267176,-0.053435113,-0.053435113,-0.071777344,0.02734375,1.0009766,0.0,0.0,0.0,0.0
13,0.06870229,0.10687023,0.007633588,-0.06298828,0.030761719,0.9848633,0.0,0.0,0.0,0.0
14,-0.07633588,-0.022900764,0.022900764,-0.061523438,0.03515625,0.99072266,0.0,0.0,0.0,0.0
15,0.022900764,-0.06870229,-0.06870229,-0.072265625,0.030761719,1.0078125,0.0,0.0,0.0,0.0
16,0.007633588,0.03816794,-0.061068702,-0.076660156,0.027832031,0.98583984,0.0,0.0,0.0,0.0
17,0.08396947,0.015267176,0.007633588,-0.06933594,0.029296875,1.0009766,0.0,0.0,0.0,0.0
18,-0.015267176,0.030534351,0.015267176,-0.06542969,0.037109375,1.0029297,0.0,0.0,0.0,0.0
19,0.030534351,-0.06870229,-0.030534351,-0.06933594,0.028808594,1.0039062,0.0,0.0,0.0,0.0
20,0.007633588,0.03816794,0.007633588,-0.078125,0.027832031,1.0029297,0.0,0.0,0.0,0.0
21,0.007633588,-0.007633588,0.015267176,-0.071777344,0.03173828,0.99560547,0.0,0.0,0.0,0.0
22,-0.061068702,-0.03816794,-0.053435113,-0.07324219,0.032714844,1.0,0.0,0.0,0.0,0.0
23,-0.015267176,0.015267176,0.053435113,-0.07373047,0.03515625,0.9980469,0.0,0.0,0.0,0.0
24,-0.015267176,0.045801528,0.030534351,-0.07080078,0.029296875,0.9892578,0.0,0.0,0.0,0.0
25,0.08396947,-0.022900764,0.015267176,-0.06347656,0.032714844,0.99072266,0.0,0.0,0.0,0.0
26,-0.015267176,0.007633588,-0.022900764,-0.06591797,0.030761719,0.99121094,0.0,0.0,0.0,0.0
27,-0.03816794,0.015267176,0.03816794,-0.06298828,0.03173828,0.99658203,0.0,0.0,0.0,0.0
